name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
delhi,01-05-19,41.4,26,34.3,42,26,34.3,14.5,32.3,0,0,0,,0,0,33.5,11.2,53.3,1000.4,27.1,2.9,309.4,26.8,10,,2019-05-01 5:40:51,2019-05-01 18:56:09,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,02-05-19,39.7,27.4,32.7,47.2,27.3,33.9,16.2,37.8,0,0,0,,0,0,43.6,21,52.4,1002.5,52.4,2.9,272.9,23.6,9,,2019-05-02 5:40:00,2019-05-02 18:56:45,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,03-05-19,38.9,24.2,30.6,42.2,24.2,31.5,16.8,44.8,4.448,100,4.17,rain,0,0,33.5,47.7,76.8,1004.9,44.3,3.6,282.8,24.5,9,,2019-05-03 5:39:11,2019-05-03 18:57:21,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,04-05-19,39,23.8,31.7,38,23.8,31,13,36.1,0,0,0,,0,0,37.1,21.6,288,1006.7,15.5,3.5,326.5,28.3,10,,2019-05-04 5:38:22,2019-05-04 18:57:57,0.98,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,05-05-19,39.2,21.6,32,39,21.6,31.2,10.5,28.5,0,0,0,,0,0,41.4,18,268.9,1007,7.1,3.3,330.1,28.5,10,,2019-05-05 5:37:35,2019-05-05 18:58:34,0,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,06-05-19,41,24.5,33.2,40.8,24.5,32.6,11.8,29.4,0,0,0,,0,0,43.2,21,261.3,1004.3,0,3,330.1,28.6,10,,2019-05-06 5:36:48,2019-05-06 18:59:10,0.05,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,07-05-19,41.2,23.8,33.3,43.5,23.8,33.3,12.9,31.4,0,0,0,,0,0,37.1,21,258.6,1002.9,10.1,2.6,318.7,27.5,10,,2019-05-07 5:36:03,2019-05-07 18:59:46,0.08,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,08-05-19,41.9,25.8,34.5,45.3,25.8,34.9,14.4,31.5,0,0,0,,0,0,37.1,22.7,260.3,1003,11.5,2.8,323,27.9,10,,2019-05-08 5:35:19,2019-05-08 19:00:23,0.12,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,09-05-19,41.8,29,35.2,46.6,27.7,35.5,14.1,29.4,0,0,0,,0,0,37.1,21.6,258.9,1002.2,5.7,2.9,327.1,28.2,10,,2019-05-09 5:34:36,2019-05-09 19:00:59,0.16,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,10-05-19,41.2,29.9,34.8,44.9,29.2,35.5,15.4,32.3,0.1,100,4.17,rain,0,0,46.8,20.5,258.4,1003,31,3.1,311.8,26.9,9,,2019-05-10 5:33:54,2019-05-10 19:01:36,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote"
delhi,11-05-19,39.2,25,33,43.4,25,34.3,17.2,40.1,0,0,0,,0,0,34.6,15.6,281.5,1005.4,29.5,2.8,301,26.1,10,,2019-05-11 5:33:13,2019-05-11 19:02:12,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,12-05-19,38.4,27,32.7,42.2,27.1,34.1,17.3,41,0,0,0,,0,0,35,19.7,275.1,1005.3,32.2,2.2,314.6,27,10,,2019-05-12 5:32:33,2019-05-12 19:02:49,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
delhi,13-05-19,40,25,31.7,46.6,25,33.7,18.2,46,3.896,100,8.33,rain,0,0,39.5,26.1,264.2,1003.8,31,2.2,303.4,26.1,9,,2019-05-13 5:31:55,2019-05-13 19:03:25,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,14-05-19,35.1,24,30,38.5,24,31.3,18.7,52.5,0,0,0,,0,0,34.6,14.2,292.5,1005,32.8,3.3,290.3,25.1,10,,2019-05-14 5:31:17,2019-05-14 19:04:01,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,15-05-19,35,23,29.2,41.1,23,31.2,19.9,59.1,1.747,100,8.33,rain,0,0,46.4,17.7,44.1,1006.2,44.3,2.8,297,25.9,9,,2019-05-15 5:30:41,2019-05-15 19:04:37,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,16-05-19,36.2,25.2,30.4,40.6,25.2,31.9,19.5,54.2,0,0,0,,0,0,33.5,33.2,287.5,1006.9,40.7,3.5,297.3,25.8,9,,2019-05-16 5:30:07,2019-05-16 19:05:13,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote"
delhi,17-05-19,36.8,21,28.3,42.1,21,29.9,19.8,62.3,12.344,100,8.33,rain,0,0,55.4,16.6,300.1,1006.4,49.1,3,252.2,21.8,9,,2019-05-17 5:29:33,2019-05-17 19:05:49,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,18-05-19,32.8,21,27,36,21,28.1,19.2,64.5,0,0,0,,0,0,55.4,20.8,281.4,1006.9,32.2,3.2,279.5,23.9,8,,2019-05-18 5:29:01,2019-05-18 19:06:25,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,19-05-19,37.2,24.3,31.2,36.8,24.3,31.1,16.3,44.4,0,0,0,,0,0,35.3,17.2,270.5,1006.9,4,3,311.5,26.8,10,,2019-05-19 5:28:30,2019-05-19 19:07:01,0.5,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,20-05-19,40,24.8,32.8,39.6,24.8,32.8,15.3,37.7,0,0,0,,0,0,34.6,18.5,270.8,1007.2,15.2,3.3,314,27,10,,2019-05-20 5:28:00,2019-05-20 19:07:36,0.54,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,21-05-19,41.2,26.5,33.9,42.2,26.5,34.2,15.7,35.7,0,0,0,,0,0,29.9,14.3,260.3,1005.7,40.7,3.2,300.4,26.1,10,,2019-05-21 5:27:31,2019-05-21 19:08:11,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,22-05-19,39,27.4,33,40.6,28.3,34.1,17.6,41,0,0,0,,0,0,34.2,14.1,247.2,1004.2,49.7,3.3,268.3,23,9,,2019-05-22 5:27:04,2019-05-22 19:08:46,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,23-05-19,40.1,25.6,32.1,42.3,25.6,33.5,18.8,48.4,4.299,100,8.33,rain,0,0,76,27.7,279.6,1003.2,56.8,2.8,276.6,23.7,8,,2019-05-23 5:26:39,2019-05-23 19:09:21,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,24-05-19,33,25.3,29.4,36.6,25.3,31.1,20.5,59.7,0,0,0,,0,0,42.5,24.1,339.9,1005.2,39.6,3.5,273.3,23.6,9,,2019-05-24 5:26:14,2019-05-24 19:09:55,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,25-05-19,37,26,31.5,38.1,26,32,17.2,44.9,0,0,0,,0,0,42.8,23.9,290.4,1004.7,2.1,3.9,300.2,26,9,,2019-05-25 5:25:51,2019-05-25 19:10:29,0.71,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,26-05-19,39.2,24.5,33,39.1,24.5,32.6,14,34.1,0,0,0,,0,0,34.6,16.7,285.5,1003.1,0,3.9,328.1,28.5,10,,2019-05-26 5:25:29,2019-05-26 19:11:03,0.75,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,27-05-19,42.2,26.4,34.9,41.2,26.4,34,12.1,27.6,0,0,0,,0,0,37.8,19.9,286.9,1002.8,12.2,3.7,316.3,27.4,9,,2019-05-27 5:25:09,2019-05-27 19:11:36,0.77,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,28-05-19,42.3,24.5,35.1,40.1,24.5,33.6,9.4,23.4,0,0,0,,0,0,37.1,25,278.1,1002.5,0,3.9,334.2,28.9,10,,2019-05-28 5:24:49,2019-05-28 19:12:09,0.8,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,29-05-19,43.2,26.3,36.1,43.6,26.3,35.6,12.8,26.6,0,0,0,,0,0,33.5,18.2,272.1,1000.8,0,4,315.9,27.3,9,,2019-05-29 5:24:32,2019-05-29 19:12:41,0.83,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,30-05-19,45,28.6,37.3,45,29.1,36.8,12.8,25.9,0,0,0,,0,0,34.2,16.8,272.7,999.4,7.8,3.5,324.6,28.2,10,,2019-05-30 5:24:15,2019-05-30 19:13:13,0.87,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,31-05-19,45.2,29.6,37.2,45.2,28.8,36.9,13.1,24.9,0,0,0,,0,0,23.4,14.8,269.8,999.6,14.2,3.4,323.7,28.2,10,,2019-05-31 5:24:00,2019-05-31 19:13:44,0.9,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,01-06-19,43.2,29.5,37.3,49.4,30.4,40.3,18.3,33.9,0,0,0,,0,0,29.9,14.8,62.7,999.7,10.5,3.6,314.7,27.1,10,,2019-06-01 5:23:47,2019-06-01 19:14:15,0.93,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,02-06-19,42.4,32,36.8,48.9,35.8,42.6,22.6,45.5,0,0,0,,0,0,41,20.5,88.4,999.7,14.4,3.2,305.1,26.3,9,,2019-06-02 5:23:34,2019-06-02 19:14:45,0.96,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,03-06-19,40.8,30.9,35.4,48.2,34.4,40.4,22.1,47.2,0,0,0,,0,0,42.1,20.5,106.8,1000.5,2.6,3,307.2,26.5,9,,2019-06-03 5:23:23,2019-06-03 19:15:15,0,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,04-06-19,41,29.9,35.5,49.1,31.9,40,21.5,45.1,0,0,0,,0,0,40,18.4,90.1,1000.9,30.8,3.2,305,26.2,9,,2019-06-04 5:23:14,2019-06-04 19:15:44,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,05-06-19,43,31,36.9,49.6,33,41,20.8,41.1,0,0,0,,0,0,25.9,14.8,83.4,1000.4,34.8,3.5,294.8,25.4,9,,2019-06-05 5:23:05,2019-06-05 19:16:13,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,06-06-19,44,30.3,36.7,45.8,32,38.2,17.6,34.6,0,0,0,,0,0,50.8,18.4,348.5,1000.7,42,3.6,294.5,25.4,9,,2019-06-06 5:22:58,2019-06-06 19:16:40,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,07-06-19,40.2,27.3,34,45.6,28.6,37.3,20.4,46,0,0,0,,0,0,25.9,16.6,78.7,1003.6,8.1,3.8,312.6,26.9,9,,2019-06-07 5:22:53,2019-06-07 19:17:07,0.14,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,08-06-19,43,29.7,36.9,48.3,33.7,39.9,19,39,0,0,0,,0,0,35.3,14.4,293.5,1001.9,3.9,3.3,309.9,26.9,9,,2019-06-08 5:22:48,2019-06-08 19:17:33,0.17,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,09-06-19,45,28.9,37.2,45,30.3,38.2,16.6,31.8,0,0,0,,0,0,22.7,18,6.2,999.3,3.2,3.2,324.3,28.1,10,,2019-06-09 5:22:46,2019-06-09 19:17:59,0.21,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,10-06-19,47,29.4,39,47,31.3,39.3,13.9,26,0,0,0,,0,0,33.5,15.4,286.9,996.7,0.3,3.5,316.3,27.3,10,,2019-06-10 5:22:44,2019-06-10 19:18:23,0.25,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,11-06-19,45,33.6,38.7,45,33.3,38.8,14.6,25.2,0,0,0,,0,0,37.1,24.6,279.8,996.7,36.9,2.6,291.2,25.2,10,,2019-06-11 5:22:44,2019-06-11 19:18:47,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,12-06-19,41.2,30.2,35.6,46.6,32.4,38,18.9,38.6,0,0,0,,0,0,37.1,19.2,95.9,999.2,37.9,2.7,265.4,23,9,,2019-06-12 5:22:44,2019-06-12 19:19:10,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,13-06-19,41.4,30,36,47.1,31.3,39,19.9,40.4,0,0,0,,0,0,29.2,16.6,230.4,999.8,39.8,3.4,293.2,25.5,9,,2019-06-13 5:22:47,2019-06-13 19:19:32,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,14-06-19,43.4,30.8,36.8,43.4,31.8,37.1,14.9,30.4,0,0,0,,0,0,45.4,23.2,262.1,998.7,12.3,3.7,316.5,27.2,10,,2019-06-14 5:22:50,2019-06-14 19:19:53,0.39,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,15-06-19,43.2,29.5,37.1,43.8,29.5,37,14.2,26.9,0,0,0,,0,0,35.3,22,264.6,998.1,32.3,3.4,300.6,26.1,9,,2019-06-15 5:22:55,2019-06-15 19:20:13,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,16-06-19,36,28,31.5,39.2,29.8,34.1,20.5,53.4,0.23,100,4.17,rain,0,0,43.9,32.2,260.7,1000.6,58.9,3,269.5,23.4,9,,2019-06-16 5:23:01,2019-06-16 19:20:32,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,17-06-19,32.6,26.3,30.4,35.7,26.3,32.1,19.4,52.5,0.34,100,4.17,rain,0,0,39.2,26,256.9,1000.1,67.3,3.5,279.3,24,9,,2019-06-17 5:23:08,2019-06-17 19:20:50,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,18-06-19,35,22,27.8,35.1,22,28.6,19.2,62.3,7.913,100,8.33,rain,0,0,46.4,23.3,311.1,1001.7,54.4,3.5,263.1,22.9,9,,2019-06-18 5:23:16,2019-06-18 19:21:07,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,19-06-19,37,26,31.1,39.8,26,33.2,20.7,56,0,0,0,,0,0,29.2,14.8,113,1000.7,44.7,3.3,286.6,24.7,9,,2019-06-19 5:23:26,2019-06-19 19:21:23,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,20-06-19,39,25,32.2,42.3,25,34.7,20.6,52.8,0,0,0,,0,0,37.1,15.7,84.1,1001.7,19.5,3.8,299.2,25.9,9,,2019-06-20 5:23:36,2019-06-20 19:21:38,0.59,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,21-06-19,39.2,29.2,34.2,45.4,32.5,38.8,22.1,50.2,0,0,0,,0,0,29.5,14.1,288.6,1001.7,42.9,3.5,269.7,23.3,9,,2019-06-21 5:23:48,2019-06-21 19:21:52,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,22-06-19,40.2,28.2,35,45,30.3,38.5,20.7,45,0,0,0,,0,0,23,16.6,3.1,1000.9,5.3,3.8,293.6,25.3,9,,2019-06-22 5:24:01,2019-06-22 19:22:04,0.66,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote"
delhi,23-06-19,40.1,29,34.7,48.7,32.7,40.8,23.4,53.6,0,0,0,,0,0,37.1,18.4,93.4,1001.2,19.6,3.9,286.2,24.6,9,,2019-06-23 5:24:15,2019-06-23 19:22:16,0.69,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,24-06-19,35.2,28,31.1,44.6,31.2,37,24.1,66.4,0,0,0,,0,0,33.5,17.7,78.1,1003.2,61.7,3.5,258.6,22.5,8,,2019-06-24 5:24:30,2019-06-24 19:22:26,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,25-06-19,38.8,28.9,33.3,47.9,32.7,39.9,24.2,60,0,0,0,,0,0,18,13,79,1002.2,54.7,3.3,243.5,20.9,7,,2019-06-25 5:24:46,2019-06-25 19:22:35,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,26-06-19,41.2,30.8,35.9,48.8,34.5,42,23,48.7,0,0,0,,0,0,29.5,18.3,286.4,999.5,30.9,3.3,291.6,25.3,9,,2019-06-26 5:25:03,2019-06-26 19:22:43,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,27-06-19,39,30.1,35,45.4,33.7,39.1,21.4,46.5,0,0,0,,0,0,38.2,15.4,280.5,997.6,26.3,3.1,288.6,24.8,9,,2019-06-27 5:25:21,2019-06-27 19:22:49,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,28-06-19,41.4,28.6,35.2,45.9,31.2,38.5,20.4,43.4,0,0,0,,0,0,39.6,19,272.7,996.6,33.1,3.4,291.1,25.2,9,,2019-06-28 5:25:40,2019-06-28 19:22:54,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,29-06-19,42.2,31.3,37.4,48.7,32.4,40.7,19.7,36.6,0,0,0,,0,0,34.9,22,267.5,995.7,31.2,3.3,284.1,24.6,9,,2019-06-29 5:26:00,2019-06-29 19:22:58,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,30-06-19,42.3,32.1,37.5,48.7,34.7,41.6,20.7,38.5,0,0,0,,0,0,37.1,21,295,996,47.1,3.2,283.4,24.5,9,,2019-06-30 5:26:20,2019-06-30 19:23:01,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote"
delhi,01-07-19,41.2,31.6,36.2,49.1,33.6,40.7,21.2,42.6,0,0,0,,0,0,27.7,14.8,279.4,997.4,23.8,3.3,282.2,24.4,9,,2019-07-01 5:26:42,2019-07-01 19:23:02,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,02-07-19,41,31.3,35.4,53,32.9,41.7,22.8,48.4,0,0,0,,0,0,27.7,14.8,12.9,998.5,31.7,2.8,274.6,23.7,9,,2019-07-02 5:27:04,2019-07-02 19:23:03,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,03-07-19,38.5,30.7,34.8,49.1,36.5,41.6,23.9,54.1,0,0,0,,0,0,34.6,20.5,96.2,999.2,46,3.4,251.4,21.7,8,,2019-07-03 5:27:28,2019-07-03 19:23:01,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,04-07-19,37,27,31.7,45.8,31.2,38.4,25,69.6,1.236,100,8.33,rain,0,0,37.1,18.4,134,998.2,64.4,2.9,212.7,18.4,7,,2019-07-04 5:27:52,2019-07-04 19:22:59,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,05-07-19,34,28,29.8,43.5,33.5,36.5,25.6,78.6,21.565,100,8.33,rain,0,0,21.6,24.1,133.7,996.5,68.3,2.3,201.1,17.4,7,,2019-07-05 5:28:16,2019-07-05 19:22:55,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,06-07-19,36.5,27.5,31.9,46.2,31.7,38.8,25.1,68.6,0,0,0,,0,0,24.1,11.3,109.8,995.1,52.5,2.8,239.3,20.9,8,,2019-07-06 5:28:42,2019-07-06 19:22:49,0.12,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,07-07-19,35.8,28.4,31.8,46.9,33.6,39.1,25.1,68.4,0,0,0,,0,0,37.1,18.4,248.8,995.9,48.1,3.1,275.5,23.8,9,,2019-07-07 5:29:08,2019-07-07 19:22:42,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,08-07-19,36,29,32.7,49,33.6,40.7,25.5,66.9,0.1,100,4.17,rain,0,0,27.7,14.8,175.2,996.1,61.2,2.9,241.3,20.8,8,,2019-07-08 5:29:35,2019-07-08 19:22:34,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote"
delhi,09-07-19,34,29,31.2,43,32.7,38.3,25.1,70.1,0.34,100,4.17,rain,0,0,37.1,15.1,196.6,996,68.5,2.8,204.3,17.8,7,,2019-07-09 5:30:02,2019-07-09 19:22:25,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,10-07-19,37.2,29.1,33.6,47,35.6,41.4,25.2,63.2,0,0,0,,0,0,37.4,17.3,231.6,995,62.3,2.7,224.2,19.5,7,,2019-07-10 5:30:30,2019-07-10 19:22:14,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,11-07-19,39,32,35.1,49.6,34.9,42.3,24,53.4,0,0,0,,0,0,37.1,22.7,245.5,995.4,50.2,2.7,235.6,20.2,8,,2019-07-11 5:30:58,2019-07-11 19:22:01,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,12-07-19,38.1,31.5,34.7,46.7,36.8,41.9,24.2,55.7,0,0,0,,0,0,37.1,19.9,243.6,997.8,63.1,2.6,256.8,22.2,8,,2019-07-12 5:31:27,2019-07-12 19:21:48,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,13-07-19,39.2,32,35.2,47.6,35.8,41.6,23.5,51.4,0,0,0,,0,0,39.1,23.3,251.5,998.4,48.3,2.9,261.8,22.6,8,,2019-07-13 5:31:57,2019-07-13 19:21:33,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,14-07-19,37.4,30.8,34,48.6,34.1,40.8,23.9,56.2,0,0,0,,0,0,35.6,18.4,254.3,997.4,58.2,2.8,217,18.7,8,,2019-07-14 5:32:27,2019-07-14 19:21:16,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,15-07-19,34.4,23.8,28.7,43.2,23.8,32.6,24.1,77,28.552,100,4.17,rain,0,0,72.4,29.4,69.2,997.4,69.2,2.8,210.5,18.2,8,,2019-07-15 5:32:57,2019-07-15 19:20:58,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,16-07-19,36,25.7,28.8,41.8,25.7,33.3,24.5,78.6,2.642,100,8.33,rain,0,0,35.6,14.8,70.7,1000.7,70,3.3,95,8.1,4,,2019-07-16 5:33:28,2019-07-16 19:20:39,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,17-07-19,31.8,24,27.5,36.8,24,30.2,24.5,85,19.911,100,12.5,rain,0,0,33.1,14.8,334.7,1001.8,67.9,2.9,111.9,9.8,5,,2019-07-17 5:33:59,2019-07-17 19:20:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
